fact_id,jtbd_id,student_id,domain,name,value,unit,effective_date,confidence,source_ref,provenance_note,created_ts
F-jtbd-w078-usc-diff-usc-track,JTBD-W078-USC-DIFF,huda-2025,apps,usc_tracks,"[""Viterbi DS/CS-adjacent interest"", ""Writing supplement short answers""]",,2024-10-17,medium,W078 Transcript,,2025-09-30T07:53:28.772721+00:00
F-jtbd-w079-rea-review-rea-com,JTBD-W079-REA-REVIEW,huda-2025,apps,rea_components,"[""Common App PS"", ""Stanford short answers"", ""Activities"", ""Additional Info""]",,2024-10-22,high,W079 Transcript,,2025-09-30T07:53:31.730468+00:00
F-jtbd-w080-rea-submit-usc-pol,JTBD-W080-REA-SUBMIT_USC-POLISH,huda-2025,apps,rea_status,submitted,,2024-10-27,high,W080 Transcript,,2025-09-30T07:53:35.416761+00:00
F-jtbd-w081-uiuc-scholarships-,JTBD-W081-UIUC-SCHOLARSHIPS,huda-2025,scholarships,elks_deadline,2024-11-12,,2024-10-29,high,W081 Transcript,Mentioned during call: ELKS due date.,2025-09-30T07:53:38.844143+00:00
F-jtbd-w081-uiuc-scholarships-,JTBD-W081-UIUC-SCHOLARSHIPS,huda-2025,apps,uiuc_essays_status,drafts complete; V2 approved with minor edits,,2024-10-29,high,W081 Transcript,,2025-09-30T07:53:38.844157+00:00
F-jtbd-w082-css-faid-css-due-w,JTBD-W082-CSS-FAID,huda-2025,financial_aid,css_due_window,~2024-11-15,,2024-11-11,high,W082 Transcript,,2025-09-30T07:53:42.711585+00:00
F-jtbd-w082-css-faid-2023-inco,JTBD-W082-CSS-FAID,huda-2025,financial_aid,2023_income_spike_context,does not match current circumstances; business at a loss,,2024-11-11,medium,W082 Transcript,,2025-09-30T07:53:42.711630+00:00
F-jtbd-imsg-b15-nudge-style,JTBD-IMSG-B15,huda-2025,ops,nudge_style,3-sentence templates with 2 times proposed + 1 proof link,,2024-10-18,medium,iMessage Part 2/3 slices,,2025-09-30T07:53:45.905110+00:00
F-jtbd-imsg-b15-nudge-style,JTBD-IMSG-B15,huda-2025,ops,nudge_style,3-sentence templates with 2 times proposed + 1 proof link,,2024-10-18,medium,iMessage Part 2/3 slices,,2025-09-30T07:53:49.590305+00:00
F-jtbd-w083-uc-voice-voice-mod,JTBD-W083-UC-VOICE,huda-2025,theme,voice_mode,nostalgic-futurist,,2024-11-16,medium,W083 Transcript,,2025-09-30T08:13:25.305060+00:00
F-jtbd-w083-uc-voice-uc-prompt,JTBD-W083-UC-VOICE,huda-2025,essay,uc_prompts_in_scope,"[""PIQ-Leadership"", ""PIQ-Academic Subject"", ""PIQ-Creativity""]",,2024-11-16,medium,W083 Transcript,,2025-09-30T08:13:25.305076+00:00
F-jtbd-w084-uc-metaphor-metaph,JTBD-W084-UC-METAPHOR,huda-2025,style,metaphor_rule,specific-over-generic,,2024-11-20,high,W084 Transcript,,2025-09-30T08:13:29.294873+00:00
F-jtbd-w084-uc-metaphor-cut-ra,JTBD-W084-UC-METAPHOR,huda-2025,editing,cut_ratio_target,0.15,fraction_removed,2024-11-20,medium,W084 Transcript,,2025-09-30T08:13:29.294897+00:00
F-jtbd-w085-ut-austin-mit-brid,JTBD-W085-UT-AUSTIN-MIT-BRIDGE,huda-2025,submission,ut_austin_creative_submitted,True,,2024-11-21,high,W085 Transcript,,2025-09-30T08:13:32.460077+00:00
F-jtbd-w085-ut-austin-mit-brid,JTBD-W085-UT-AUSTIN-MIT-BRIDGE,huda-2025,process,tone_guardrails,"[""UC=scene-first pragmatic"", ""MIT=unexpected build-impulse""]",,2024-11-21,medium,W085 Transcript,,2025-09-30T08:13:32.460091+00:00
F-jtbd-w086-mit-upenn-uc-submi,JTBD-W086-MIT-UPENN,huda-2025,status,uc_submitted,True,,2024-11-27,high,W086 Transcript,Confirmed early in call.,2025-09-30T08:13:35.266254+00:00
F-jtbd-w086-mit-upenn-specific,JTBD-W086-MIT-UPENN,huda-2025,style,specificity_rule,room detail > generic gamer cues,,2024-11-27,high,W086 Transcript,,2025-09-30T08:13:35.266266+00:00
F-jtbd-w087-uc-refine-list-uc-,JTBD-W087-UC-REFINE-LIST,huda-2025,essay,uc_subject_hook,acne-tracking → data patterns → applied project,,2024-11-20,high,W087 Transcript,,2025-09-30T08:13:38.313303+00:00
F-jtbd-w087-uc-refine-list-fit,JTBD-W087-UC-REFINE-LIST,huda-2025,strategy,fit_axes,"[""story-leverage"", ""dept-strength"", ""financial""]",,2024-11-20,medium,W087 Transcript,,2025-09-30T08:13:38.313317+00:00
F-jtbd-exec-part2-b16-demo-cad,JTBD-EXEC-PART2-B16,huda-2025,process,demo_cadence_target,q10–14 days,,2024-11-16..2024-11-27,high,Execution Doc (Part 2) — Batch 16 slice,,2025-09-30T08:13:41.322374+00:00
F-jtbd-exec-part2-b16-proof-ch,JTBD-EXEC-PART2-B16,huda-2025,process,proof_checklist,"[""1 demo clip or screenshot"", ""README with 3 bullets"", ""evidence links collected""]",,2024-11-16..2024-11-27,high,Execution Doc (Part 2) — Batch 16 slice,,2025-09-30T08:13:41.322393+00:00
F-jtbd-exec-part2-b16-ut-austi,JTBD-EXEC-PART2-B16,huda-2025,submission,ut_austin_applytexas_status,submitted,,2024-11-21,high,Execution Doc (Part 2) — Batch 16 slice,,2025-09-30T08:13:41.322411+00:00
F-jtbd-imsg-part2-b16-turnarou,JTBD-IMSG-PART2-B16,huda-2025,ops,turnaround_sla_micro,<10 min for template asks,,2024-11-16..2024-11-27,medium,iMessage (Part 2) — Batch 16 slice,,2025-09-30T08:13:44.396319+00:00
F-jtbd-imsg-part2-b16-tone-gua,JTBD-IMSG-PART2-B16,huda-2025,style,tone_guardrails_cross-apps,energy-port not text-port,,2024-11-16..2024-11-27,high,iMessage (Part 2) — Batch 16 slice,,2025-09-30T08:13:44.396332+00:00
F-jtbd-w088-uc-mit-uc-polish-p,JTBD-W088-UC-MIT,huda-2025,essay,uc_polish_pass,v3,,2024-11-25,high,W088 Transcript,,2025-09-30T08:41:08.693859+00:00
F-jtbd-w088-uc-mit-cliche-remo,JTBD-W088-UC-MIT,huda-2025,essay,cliche_removed,glitter-pen metaphor,,2024-11-25,high,W088 Transcript,,2025-09-30T08:41:08.693875+00:00
F-jtbd-w088-uc-mit-mit-outline,JTBD-W088-UC-MIT,huda-2025,supplement,mit_outline_status,locked,,2024-11-25,medium,W088 Transcript,,2025-09-30T08:41:08.693888+00:00
F-jtbd-w088-uc-mit-last-50-wor,JTBD-W088-UC-MIT,huda-2025,process,last_50_words_rule,apply,,2024-11-25,high,W088 Transcript,,2025-09-30T08:41:08.693900+00:00
F-jtbd-w089-mit-upenn-mit-poli,JTBD-W089-MIT-UPENN,huda-2025,supplement,mit_polish_pass,v2,,2024-11-29,high,W089 Transcript,,2025-09-30T08:41:12.258845+00:00
F-jtbd-w089-mit-upenn-upenn-dm,JTBD-W089-MIT-UPENN,huda-2025,program,upenn_dmd_threads,graphics+journalism+AI,,2024-11-29,medium,W089 Transcript,,2025-09-30T08:41:12.258861+00:00
F-jtbd-w089-mit-upenn-cross-sc,JTBD-W089-MIT-UPENN,huda-2025,process,cross_school_leverage,enabled,,2024-11-29,medium,W089 Transcript,,2025-09-30T08:41:12.258872+00:00
F-jtbd-w090-mit-mockint-mock-r,JTBD-W090-MIT-MOCKINT,huda-2025,interview,mock_rounds,2,loops,2024-12-31,high,W090 Transcript,,2025-09-30T08:41:16.237860+00:00
F-jtbd-w090-mit-mockint-weak-s,JTBD-W090-MIT-MOCKINT,huda-2025,interview,weak_spot_detected,overlong background,,2024-12-31,medium,W090 Transcript,,2025-09-30T08:41:16.237876+00:00
F-jtbd-w090-mit-mockint-follow,JTBD-W090-MIT-MOCKINT,huda-2025,interview,followup_framework,STAR+Proof,,2024-12-31,high,W090 Transcript,,2025-09-30T08:41:16.237888+00:00
F-jtbd-w091-upenn-cmu-thankyou,JTBD-W091-UPENN-CMU,huda-2025,communications,thankyou_pass,v1,,2024-12-03,high,W091 Transcript,,2025-09-30T08:41:25.843982+00:00
F-jtbd-w091-upenn-cmu-cmu-focu,JTBD-W091-UPENN-CMU,huda-2025,essay,cmu_focus,evidence-forward,,2024-12-03,medium,W091 Transcript,,2025-09-30T08:41:25.843994+00:00
F-jtbd-w092-jcamp-dmd-jcamp-th,JTBD-W092-JCAMP-DMD,huda-2025,communications,jcamp_thankyou_status,v2_final,,2024-12-05,high,W092 Transcript,,2025-09-30T08:41:28.789642+00:00
F-jtbd-w092-jcamp-dmd-dmd-grap,JTBD-W092-JCAMP-DMD,huda-2025,artifact,dmd_graphic_asset,created,,2024-12-05,high,W092 Transcript,,2025-09-30T08:41:28.789654+00:00
F-jtbd-w093-nw-duke-why-school,JTBD-W093-NW-DUKE,huda-2025,essay,why_school_word_count,200,words,2025-01-01,high,W093 Transcript,,2025-09-30T08:41:32.122818+00:00
F-jtbd-w093-nw-duke-submission,JTBD-W093-NW-DUKE,huda-2025,process,submission_status,submitted,,2025-01-01,high,W093 Transcript,,2025-09-30T08:41:32.122831+00:00
F-jtbd-exec-part1-b17-submissi,JTBD-EXEC-PART1-B17,huda-2025,tracking,submission_register_version,v3,,2025-01-01,high,Execution Doc Part 1 (slice B17),,2025-09-30T08:41:36.908636+00:00
F-jtbd-exec-part1-b17-artifact,JTBD-EXEC-PART1-B17,huda-2025,tracking,artifact_checklist_updated,True,,2025-01-01,high,Execution Doc Part 1 (slice B17),,2025-09-30T08:41:36.908649+00:00
F-jtbd-exec-part2-b17-t-minus-,JTBD-EXEC-PART2-B17,huda-2025,timeline,t_minus_markers,"T-7,T-3,T-0",,2024-12-30,high,Execution Doc Part 2 (slice B17),,2025-09-30T08:41:40.429763+00:00
F-jtbd-exec-part2-b17-post-sub,JTBD-EXEC-PART2-B17,huda-2025,handoff,post_submit_tasklist,initialized,,2025-01-01,medium,Execution Doc Part 2 (slice B17),,2025-09-30T08:41:40.429784+00:00
F-jtbd-imsg-part1-b17-messages,JTBD-IMSG-PART1-B17,huda-2025,momentum,messages_with_templates,3,msgs,2024-12-28,medium,iMessage Part 1 (B17 window),,2025-09-30T08:41:43.791852+00:00
F-jtbd-imsg-part2-b17-confirma,JTBD-IMSG-PART2-B17,huda-2025,submission,confirmation_msgs,2,msgs,2025-01-01,high,iMessage Part 2 (B17 window),,2025-09-30T08:41:46.587061+00:00
F-jtbd-imsg-part3-b17-portfoli,JTBD-IMSG-PART3-B17,huda-2025,cadence,portfolio_refresh_weekly,True,,2025-01-02,medium,iMessage Part 3 (B17 window),,2025-09-30T08:41:49.759628+00:00
