jtbd_id,student_id,phase,week,category,subcategory,jtbd_title,jtbd_desc,importance,status,source_type,source_title,source_date,source_file,source_link,primary_artifact_link,primary_artifact_type,artifact_1_link,artifact_1_type,artifact_2_link,artifact_2_type,tags,created_ts,updated_ts
JTBD-EXEC-PART2-B14,huda-2025,P4,72–77,execution_register,submission_system,Submission tracker + asset hygiene for Oct window,"Harden the action register (owners/dues), complete evidence links, schedule recommender follow-ups, and grow a short-answer bank aligned to essay work.",critical,done,EXEC-DOC,Execution Doc Part 2 (slice B14),2024-10-06..2024-10-15,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/14-l17hlcdZVcdT3otG4ZX5weesrWSGPc/view?usp=drivesdk,jsonl,,,,,"execution,tracker,evidence-links,recommenders,short-answers",2025-09-30T07:34:12.580327+00:00,2025-09-30T07:34:12.580347+00:00
JTBD-IMSG-PART2-B14,huda-2025,P4,72–77,micro_support,offline,"Offline micro-support (templates, nudges) — Oct window","Deliver just-in-time texts that unlock momentum: recommender follow-ups, 100c micro-edits, proof links, and focus sprints.",critical,done,IMSG-RAW,iMessage Part 2 (slice B14),2024-10-06..2024-10-15,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1o0rwLmACNFc8gYA62eOJ579jZiLL_DYp/view?usp=drivesdk,jsonl,,,,,"imessage,templates,nudges,momentum",2025-09-30T07:34:15.860056+00:00,2025-09-30T07:34:15.860077+00:00
JTBD-W078-USC-DIFF,huda-2025,P4,78,applications,usc_narrative,USC essay differentiation & narrative development,"Differentiate USC supplements with proof-over-prose artifacts, scene-first storytelling, and portfolio cross-links.",critical,done,TRANS-RAW,W078 Transcript,2024-10-17,2024-10-17_W078_P4-SUMMER_TRANS-RAW_UscEssayDifferentiationandnarrativeDevel.pdf,,https://drive.google.com/file/d/1X_DySqFCjQQBb-qi-dvxVexciqaGwxud/view?usp=drivesdk,jsonl,,,,,"USC,differentiation,narrative",2025-09-30T07:53:28.452800+00:00,2025-09-30T07:53:28.452829+00:00
JTBD-W079-REA-REVIEW,huda-2025,P5,79,applications,stanford_rea,Stanford REA final review + USC essay polish,Pre-submission REA checklist pass; reduce redundancy with USC; tactical polish on voice and evidence links.,critical,done,TRANS-RAW,W079 Transcript,2024-10-22,2024-10-22_W079_P5-SENIOR_TRANS-RAW_StanfordReaFinalReviewanduscEssay.pdf,,https://drive.google.com/file/d/115kvYOL3oVUOYg8dgre8kayfmH-EqT7j/view?usp=drivesdk,jsonl,,,,,"Stanford,REA,USC",2025-09-30T07:53:31.448495+00:00,2025-09-30T07:53:31.448538+00:00
JTBD-W080-REA-SUBMIT_USC-POLISH,huda-2025,P5,80,applications,submission_ops,Stanford REA submission + USC final polish,Push Stanford REA across the line; finalize USC short answers with tangible proof links.,critical,done,TRANS-RAW,W080 Transcript,2024-10-27,2024-10-27_W080_P5-SENIOR_TRANS-RAW_StanfordReaSubmissionanduscFinalPolish.pdf,,https://drive.google.com/file/d/1D1ATW03QRN-Kca_Def0wMAsoxmTNfOVX/view?usp=drivesdk,jsonl,,,,,"submission,Stanford,USC",2025-09-30T07:53:35.045452+00:00,2025-09-30T07:53:35.045471+00:00
JTBD-W081-UIUC-SCHOLARSHIPS,huda-2025,P5,81,applications,uiuc_scholarships,UIUC essays review + strategic scholarship applications,Finalize UIUC short answers (scene + proof) and build a priority scholarship queue with near-term deadlines.,high,done,TRANS-RAW,W081 Transcript,2024-10-29,2024-10-29_W081_P5-SENIOR_TRANS-RAW_UiucessaysandstrategicScholarshipApps.pdf,,https://drive.google.com/file/d/12w_BxT3GL8o6vukpYxv6dvOg07ZwSwla/view?usp=drivesdk,jsonl,,,,,"UIUC,scholarships,ELKS",2025-09-30T07:53:38.571708+00:00,2025-09-30T07:53:38.571734+00:00
JTBD-W082-CSS-FAID,huda-2025,P5,82,financial_aid,css_profile,CSS Profile completion & financial-aid strategy,Complete CSS Profile; craft special-circumstances note; plan appeal path if initial aid is insufficient.,critical,done,TRANS-RAW,W082 Transcript,2024-11-11,2024-11-11_W082_P5-SENIOR_TRANS-RAW_CssProfileCompletionandfinancialAidStrat.pdf,,https://drive.google.com/file/d/18B1mjwAW5_Aw5ZduGD6c7bo43Nfv5VcO/view?usp=drivesdk,jsonl,,,,,"CSS,financial-aid,appeal",2025-09-30T07:53:42.360562+00:00,2025-09-30T07:53:42.360587+00:00
JTBD-IMSG-B15,huda-2025,P5,78-82,micro_support,offline,Offline micro-support (templates & nudges) — Batch 5,"Short templates and nudges to accelerate submissions, scholarship drafts, and outreach.",medium,done,IMSG-RAW,iMessage Part 2/3 slices,2024-10-17..2024-11-12,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1oJGYOeW-4wYoUecYqCrxEY6xNWZENMJr/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum",2025-09-30T07:53:49.309414+00:00,2025-09-30T07:53:49.309434+00:00
JTBD-W083-UC-VOICE,huda-2025,P5,83,essays,uc_refinement,Crystallize UC voice (nostalgic-futurist),Refine UC responses to balance nostalgic roots with futurist drive; keep scenes concrete and service-oriented.,critical,in_progress,TRANS-RAW,W083 Transcript,2024-11-16,2024-11-16_W083_P5-SENIOR_TRANS-RAW_UcessaysnostalgicFuturistandeducationalB.pdf,,https://drive.google.com/file/d/1nLopefzip-LvPAzcW8eGs6D_LjiezHbd/view?usp=drivesdk,jsonl,,,,,"uc,voice,nostalgic-futurist,scenes",2025-09-30T08:13:24.973242+00:00,2025-09-30T08:13:24.973264+00:00
JTBD-W084-UC-METAPHOR,huda-2025,P5,84,essays,uc_style,Sharpen metaphors (glitter-pen constraint),"Replace generic metaphors with precise, sensory language; keep each sentence doing one job.",high,in_progress,TRANS-RAW,W084 Transcript,2024-11-20,2024-11-20_W084_P5-SENIOR_TRANS-RAW_UcessaysglitterPensMetaphorandeducationa.pdf,,https://drive.google.com/file/d/1vLVv9D7rA8Ia9l1HkQmlkxBndQXryK0D/view?usp=drivesdk,jsonl,,,,,"uc,metaphor,diction,precision",2025-09-30T08:13:28.998182+00:00,2025-09-30T08:13:28.998201+00:00
JTBD-W085-UT-AUSTIN-MIT-BRIDGE,huda-2025,P5,85,essays,multischool_flow,UT Austin creative essay submitted; MIT brainstorm bridged,Lock ApplyTexas creative draft for UT Austin; spin MIT brainstorm threads without contaminating UC tone.,critical,done,TRANS-RAW,W085 Transcript,2024-11-21,2024-11-21_W085_P5-SENIOR_TRANS-RAW_UccreativeEssayAustinSubmissionandmitBra.pdf,,https://drive.google.com/file/d/1Lhi22iJKyeHnliBjBdbOhFIZMXPwuuVi/view?usp=drivesdk,jsonl,,,,,"ut-austin,applytexas,mit,tone-guardrails",2025-09-30T08:13:32.167777+00:00,2025-09-30T08:13:32.167796+00:00
JTBD-W086-MIT-UPENN,huda-2025,P5,86,essays,mit_upenn,"MIT essays and UPenn DMD portfolio—identity, specificity, ethics",Tighten MIT ‘unexpected’ arc with specific room details and voice-chat bias moments; align UPenn DMD with proof-over-prose artifacts.,critical,in_progress,TRANS-RAW,W086 Transcript,2024-11-27,2024-11-27_W086_P5-SENIOR_TRANS-RAW_MitEssaysandupennDigitalMediaDesign.pdf,,https://drive.google.com/file/d/1CtebM48THb9VaxMU8ak3X4zZmhOgkK-E/view?usp=drivesdk,jsonl,,,,,"mit,upenn-dmd,identity,specificity,ethics",2025-09-30T08:13:35.006660+00:00,2025-09-30T08:13:35.006681+00:00
JTBD-W087-UC-REFINE-LIST,huda-2025,P5,87,essays,uc_refinement,UC essays refinement + college list finalization,Rework ‘academic subject’ PIQ via personal data-science arc; finalize target list by fit and story leverage.,critical,in_progress,TRANS-RAW,W087 Transcript,2024-11-20,2024-11-20_W087_P5-SENIOR_TRANS-RAW_UcessayRefinementandcollegeListFinalizat.pdf,,https://drive.google.com/file/d/13Kvmmt7L1es0bvXRkchjTXQUWQrOUmKV/view?usp=drivesdk,jsonl,,,,,"uc,data-science,list-fit,leverage",2025-09-30T08:13:38.023238+00:00,2025-09-30T08:13:38.023258+00:00
JTBD-EXEC-PART2-B16,huda-2025,P5,83-87,execution_register,actions_tracking,Action register & artifact pipeline (Batch 16),Consolidate owners/dues; push UC/UT/MIT/UPenn draft milestones; enforce demo cadence and proof-not-prose checklist.,critical,in_progress,EXEC-DOC,Execution Doc (Part 2) — Batch 16 slice,2024-11-16..2024-11-27,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1rm84HFm6LLF2md3HyJ2nFEwi5tDQ6bCu/view?usp=drivesdk,jsonl,,,,,"actions,checklist,demo,proof-not-prose",2025-09-30T08:13:41.028694+00:00,2025-09-30T08:13:41.028720+00:00
JTBD-IMSG-PART2-B16,huda-2025,P5,83-87,micro_support,offline,"Offline micro-support (nudges, micro-templates) — Batch 16","Short-form nudges that unblocked edits, booked micro-milestones, and protected tone guardrails across UC/UT/MIT/UPenn.",high,in_progress,IMSG-RAW,iMessage (Part 2) — Batch 16 slice,2024-11-16..2024-11-27,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1FJPvWE9PqJgl1ISINXoPrH3uQi7JbvuA/view?usp=drivesdk,jsonl,,,,,"template,nudge,momentum,guardrails",2025-09-30T08:13:44.127642+00:00,2025-09-30T08:13:44.127664+00:00
JTBD-W088-UC-MIT,huda-2025,P5,88,weekly_execution,uc_mit_polish,UC essay final polish + MIT framing,"Remove clichés, lock authentic metaphors, and frame MIT supplements around concrete proof.",critical,done,TRANS-RAW,W088 Transcript,2024-11-25,2024-11-25_W088_P5-SENIOR_TRANS-RAW_UcessayFinalPolishandmitSupplementalFram.pdf,,https://drive.google.com/file/d/1iVWmzb0UYPBwyAh9WdonUpnRf_Wk7XL0/view?usp=drivesdk,jsonl,,,,,"UC,MIT,final-polish,metaphor-surgery",2025-09-30T08:41:08.348971+00:00,2025-09-30T08:41:08.348992+00:00
JTBD-W089-MIT-UPENN,huda-2025,P5,89,weekly_execution,mit_upenn_polish,MIT final polish + Upenn DMD strategy,Polish MIT supplements; draft a DMD strategy sheet with evidence mapping.,critical,done,TRANS-RAW,W089 Transcript,2024-11-29,2024-11-29_W089_P5-SENIOR_TRANS-RAW_MitFinalPolishandupennDmdStrategy.pdf,,https://drive.google.com/file/d/18mgWolZ2AVYQKM0ndobg-R6ws-z3XXkP/view?usp=drivesdk,jsonl,,,,,"MIT,Upenn,DMD,strategy",2025-09-30T08:41:11.927187+00:00,2025-09-30T08:41:11.927209+00:00
JTBD-W090-MIT-MOCKINT,huda-2025,P5,90,weekly_execution,mit_mock,MIT mock interview prep,"Run structured role-play, stress-test narrative clarity, tighten follow-ups.",critical,done,TRANS-RAW,W090 Transcript,2024-12-31,2024-12-31_W090_P5-SENIOR_TRANS-RAW_MitMockInterviewPreparation.pdf,,https://drive.google.com/file/d/1S1uJA0U0gwI885VHMqlLnOR2cYo39inY/view?usp=drivesdk,jsonl,,,,,"MIT,interview,mock",2025-09-30T08:41:15.955892+00:00,2025-09-30T08:41:15.956015+00:00
JTBD-W091-UPENN-CMU,huda-2025,P5,91,weekly_execution,thankyou_cmu,Upenn thank-you letter + CMU strategy brief,Draft heartfelt thank-you; align CMU essay strategy with shipped artifacts.,critical,done,TRANS-RAW,W091 Transcript,2024-12-03,2024-12-03_W091_P5-SENIOR_TRANS-RAW_UpennThankYouNoteandcmuStrategy.pdf,,https://drive.google.com/file/d/1CF8e1Baz9dB2qqEz47axj2Z4FXhkyWfb/view?usp=drivesdk,jsonl,,,,,"Upenn,thank-you,CMU,strategy",2025-09-30T08:41:25.542716+00:00,2025-09-30T08:41:25.542739+00:00
JTBD-W092-JCAMP-DMD,huda-2025,P5,92,weekly_execution,jcamp_dmd_graphic,JCamp thank-you transformation + DMD graphic asset,Upgrade thank-you with vulnerable arc; produce DMD graphic to visualize story.,critical,done,TRANS-RAW,W092 Transcript,2024-12-05,2024-12-05_W092_P5-SENIOR_TRANS-RAW_JcampThankYouTransformationanddmdGraphic.pdf,,https://drive.google.com/file/d/1xnYO19PxIKiR-vqnrZzMrDQLADWhi37R/view?usp=drivesdk,jsonl,,,,,"JCamp,thank-you,DMD,graphic",2025-09-30T08:41:28.502227+00:00,2025-09-30T08:41:28.502248+00:00
JTBD-W093-NW-DUKE,huda-2025,P5,93,weekly_execution,final_sprint,Northwestern & Duke final edits + submission,"Apply last-50 rule, insert specific school spirit + research tie-ins, submit.",critical,done,TRANS-RAW,W093 Transcript,2025-01-01,2025-01-01_W093_P5-SENIOR_TRANS-RAW_AppSprintnwDukeFinalEdits.pdf,,https://drive.google.com/file/d/1MOZw9ip9No3J64t7-sSvznKBty7SRgTq/view?usp=drivesdk,jsonl,,,,,"Northwestern,Duke,final,submission",2025-09-30T08:41:31.546815+00:00,2025-09-30T08:41:31.546838+00:00
JTBD-EXEC-PART1-B17,huda-2025,P5,88-93,execution_register,submission_logs,Execution Doc (Part 1) — Submission register + checklist updates,"Update submission register, artifact checklist, and timeline markers for the final sprint.",critical,done,EXEC-DOC,Execution Doc Part 1 (slice B17),2024-11-25..2025-01-01,Part1_Jenny _ Huda Weekly Planning_Execution Doc_08_02_2023_08_30_2024.docx,,https://drive.google.com/file/d/1MxdDzlyXtVUmleiXQCkAZQQt4XKfOxkE/view?usp=drivesdk,jsonl,,,,,"execution,register,checklist",2025-09-30T08:41:35.913961+00:00,2025-09-30T08:41:35.913981+00:00
JTBD-EXEC-PART2-B17,huda-2025,P5,88-93,execution_register,timeline_control,Execution Doc (Part 2) — Timeline countdown + handoff,Maintain T-minus markers; confirm post-submit tasks and scholarship pivots.,critical,done,EXEC-DOC,Execution Doc Part 2 (slice B17),2024-11-25..2025-01-01,Part2_Jenny_ Marissa_Erin _Huda Weekly Planning_Execution Doc_07_25_2024+01_02_2025.docx,,https://drive.google.com/file/d/1JO2PunyB2fZ32d2pskl6FnB-PSLRtvqs/view?usp=drivesdk,jsonl,,,,,"timeline,handoff,scholarship",2025-09-30T08:41:40.149609+00:00,2025-09-30T08:41:40.149777+00:00
JTBD-IMSG-PART1-B17,huda-2025,P5,88-93,micro_support,offline,iMessage micro-support (Part 1) — Pre-submit nudges,Templates and nudges to finalize polish and book small confirmations.,critical,done,IMSG-RAW,iMessage Part 1 (B17 window),2024-11-25..2025-01-01,Jenny-Huda Private iMessage Texts-Part-1_ImportedDoc.pdf,,https://drive.google.com/file/d/1fib0pRnX6Rwk96ArCyeGtrz2mZraB7iW/view?usp=drivesdk,jsonl,,,,,"iMessage,templates,nudge",2025-09-30T08:41:43.482857+00:00,2025-09-30T08:41:43.482878+00:00
JTBD-IMSG-PART2-B17,huda-2025,P5,88-93,micro_support,offline,iMessage micro-support (Part 2) — Submission confirmations,Final checks and confirmations around submit clicks; emotional regulation nudges.,critical,done,IMSG-RAW,iMessage Part 2 (B17 window),2024-11-25..2025-01-01,Jenny-Huda Private iMessage Texts-Part-2_ImportedDoc.pdf,,https://drive.google.com/file/d/1lHx0-_nJXB8b2gTM__Doo__bSD55xOTa/view?usp=drivesdk,jsonl,,,,,"submit,confirmation,nudge",2025-09-30T08:41:46.291798+00:00,2025-09-30T08:41:46.291821+00:00
JTBD-IMSG-PART3-B17,huda-2025,P5,88-93,micro_support,offline,iMessage micro-support (Part 3) — Post-submit pivots,Shift to scholarship and portfolio refresh; positive reinforcement.,critical,done,IMSG-RAW,iMessage Part 3 (B17 window),2024-12-31..2025-01-02,Jenny-Huda Private iMessage Texts-Part-3_ImportedDoc.pdf,,https://drive.google.com/file/d/17qqIzoI47xYqMs6WXdffB8eghoop4Y0s/view?usp=drivesdk,jsonl,,,,,"post-submit,scholarship,portfolio",2025-09-30T08:41:49.425842+00:00,2025-09-30T08:41:49.425863+00:00
