snippet_id,jtbd_id,student_id,channel,date,user_ask,jenny_reply,tactic,tags,source_ref,created_ts
S-JTBD-W024-COLLEGE-STRAT-0002,JTBD-W024-COLLEGE-STRAT,huda-2025,call,2024-01-06,What’s a realistic shortlist size now?,"Keep 8–10 with distribution: 3 reach, 4 target, 2 safety; each must have a shipping venue.",portfolio distribution guardrails,"shortlist,guardrails",W024 Transcript (Part 2),2025-09-30T01:54:18.979619+00:00
S-JTBD-W0245-COLLEGE-REFINE-0001,JTBD-W0245-COLLEGE-REFINE,huda-2025,call,2024-01-07,What goes into a strong program-signal check?,"Look for student-run studios, research assistant slots, and publication footprints; note how freshmen can access them.",signal triage checklist,"signals,access",W024.5 Transcript,2025-09-30T01:54:21.620763+00:00
S-JTBD-W025-BOA-APP-0001,JTBD-W025-BOA-APP,huda-2025,call,2024-01-09,Which stories best show leadership?,Pick two: EmpowAI launch and community teaching; quantify beneficiaries and repeatable systems you built.,scene+metric pairing,"leadership,metrics",W025 Transcript,2025-09-30T01:54:24.055098+00:00
S-JTBD-W025-BOA-APP-0002,JTBD-W025-BOA-APP,huda-2025,call,2024-01-09,How to avoid resume-dumping?,Anchor each answer in one scene → one decision → one result; then add one sentence of reflection.,one-scene spine,show-dont-tell,W025 Transcript,2025-09-30T01:54:24.055110+00:00
S-JTBD-W026-NCWIT-POST-SR-0001,JTBD-W026-NCWIT-POST-SR,huda-2025,call,2024-01-13,How do I turn NCWIT into sustained momentum?,"Announce once, then ship two proof assets in 2 weeks: a talk deck and a mentorship sign‑up form.",announce→proof in 14d,"momentum,proof",W026 Transcript,2025-09-30T01:54:26.877944+00:00
S-JTBD-W027-ND-LEADERSHIP-0001,JTBD-W027-ND-LEADERSHIP,huda-2025,call,2024-01-16,Which track fits my profile?,Pick media & social impact; it lets you show EmpowAI + mentorship in one arc.,track-to-arc mapping,fit,W027 Transcript,2025-09-30T01:54:29.332631+00:00
S-JTBD-W028-ND-FINAL-0001,JTBD-W028-ND-FINAL,huda-2025,call,2024-01-20,What last-mile cuts should I make?,Remove generic claims; add a 1‑line metric under each scene and link one public artifact per answer.,last‑mile tighten,"proof,tighten",W028 Transcript,2025-09-30T01:54:31.564018+00:00
S-JTBD-W030-FOLKLIFT-PLAT-0001,JTBD-W030-FOLKLIFT-PLAT,huda-2025,call,2024-01-30,How do I keep progress visible across apps?,Weekly one-pager status with traffic‑light flags; every app gets a 90‑sec demo clip.,status one-pager + demo cadence,"visibility,cadence",W030 Transcript,2025-09-30T01:54:33.859763+00:00
S-JTBD-EXEC-PART1-B5-0001,JTBD-EXEC-PART1-B5,huda-2025,doc,2024-01-15,What is my next most important task today?,Ship a 90‑sec demo for EmpowAI; then 25‑min SAT reading drill with error taxonomy.,two-step priority,"demo,SAT",Execution Doc Part 1 (slice B5),2025-09-30T01:54:36.191964+00:00
S-JTBD-EXEC-PART1-B5-0002,JTBD-EXEC-PART1-B5,huda-2025,doc,2024-01-22,Can you recap lingering items?,"BoA edit pass, ND polish, mentorship page live; each has owner/due noted.",roll‑up recap,"recap,owners",Execution Doc Part 1 (slice B5),2025-09-30T01:54:36.191976+00:00
S-JTBD-IMSG-PART1-B5-0001,JTBD-IMSG-PART1-B5,huda-2025,imessage,2024-01-10,Can you give me a note to invite the library?,Try: 'Hi [Name] — I’m a student who runs a teen AI magazine. Could we host a 30‑min intro session? Two date options: [x]/[y].',short outreach template,"outreach,template",iMessage Part 1 (slice B5),2025-09-30T01:54:38.473785+00:00
S-JTBD-IMSG-PART1-B5-0002,JTBD-IMSG-PART1-B5,huda-2025,imessage,2024-01-18,Remind me how to link proof in ND answer?,One line under the scene with a public link (post or clip). Keep it 8–12 words.,proof‑link micro‑rule,"proof,link",iMessage Part 1 (slice B5),2025-09-30T01:54:38.473795+00:00
S-JTBD-W031-JCAMP-REL-0001,JTBD-W031-JCAMP-REL,huda-2025,call,2024-02-28,What will make my JCamp app stand out?,Lead with a unique beat you’ve actually covered. Link 1–2 published pieces or interview clips—proof over claims.,Proof-first positioning,"proof-not-prose,positioning",W031 Transcript,2025-09-30T02:13:16.553409+00:00
S-JTBD-W031-JCAMP-REL-0002,JTBD-W031-JCAMP-REL,huda-2025,call,2024-02-28,How do I find and approach mentors?,Create a 3-tier mentor map (local journalists → alumni → AAJA community). Send a 3-sentence ask with two specific next steps.,Tiered mentor map + concise ask,"mentor-map,outreach-template",W031 Transcript,2025-09-30T02:13:16.553418+00:00
S-JTBD-W031-JCAMP-REL-0003,JTBD-W031-JCAMP-REL,huda-2025,call,2024-02-28,What cadence keeps momentum without spamming?,"Two touches a week, each with a new micro-proof—one short clip or paragraph write‑up you can show.",Cadence with artifact per touch,"cadence,artifact",W031 Transcript,2025-09-30T02:13:16.553425+00:00
S-JTBD-W031-JCAMP-REL-0004,JTBD-W031-JCAMP-REL,huda-2025,call,2024-02-28,How do I track this?,"Start a mini-CRM: name, handle, last touch, next step, artifact link. Review every Sunday night.",Lightweight CRM,"tracking,crm",W031 Transcript,2025-09-30T02:13:16.553434+00:00
S-JTBD-W032-CMU-ESSAY-0001,JTBD-W032-CMU-ESSAY,huda-2025,call,2024-02-03,My draft sounds generic—how do I make it pop?,Pick one hallway‑moment and zoom in on 8–10 vivid beats. Cut every sentence that doesn’t move the scene.,Scene compression + ruthless cutting,"show-don’t-tell,cut-20%",W032 Transcript,2025-09-30T02:13:19.001427+00:00
S-JTBD-W032-CMU-ESSAY-0002,JTBD-W032-CMU-ESSAY,huda-2025,call,2024-02-03,How do I fit my impact in 300 words?,"Use a 3–2–1 structure: 3 lines of setup, 2 of conflict, 1 of impact with a link to proof.",3‑2‑1 micro-structure,"structure,brevity",W032 Transcript,2025-09-30T02:13:19.001436+00:00
S-JTBD-W032-CMU-ESSAY-0003,JTBD-W032-CMU-ESSAY,huda-2025,call,2024-02-03,What’s a good final line?,"Return to the opening image with a twist—same scene, new agency.",Circular ending,"ending,voice",W032 Transcript,2025-09-30T02:13:19.001442+00:00
S-JTBD-W033-CMU-NCWIT-BAY-0001,JTBD-W033-CMU-NCWIT-BAY,huda-2025,call,2024-02-10,Which edits matter most for CMU?,Replace abstractions with 2 concrete micro‑wins and cut transition fluff.,Evidence swap + cut filler,"refine,evidence",W033 Transcript,2025-09-30T02:13:21.260750+00:00
S-JTBD-W033-CMU-NCWIT-BAY-0002,JTBD-W033-CMU-NCWIT-BAY,huda-2025,call,2024-02-10,How to choose the NCWIT clip?,Pick clips where your decisions changed an outcome—before/after screenshots are gold.,Outcome‑focused selection,"clip-selection,before-after",W033 Transcript,2025-09-30T02:13:21.260759+00:00
S-JTBD-W034-CMU-FINAL-NLEAD-0001,JTBD-W034-CMU-FINAL-NLEAD,huda-2025,call,2024-02-21,Any final line‑level tips?,Read aloud and delete every sentence that trips your breath. Prefer verbs over nouns.,Out‑loud pass + verb bias,"line-edit,style",W034 Transcript,2025-09-30T02:13:23.646925+00:00
S-JTBD-W034-CMU-FINAL-NLEAD-0002,JTBD-W034-CMU-FINAL-NLEAD,huda-2025,call,2024-02-21,How to show leadership without titles?,Show decisions you made and who benefitted; include one metric or testimonial.,Decision + beneficiary + metric,"leadership,evidence",W034 Transcript,2025-09-30T02:13:23.646934+00:00
S-JTBD-W035-INIT-UPDATES-0001,JTBD-W035-INIT-UPDATES,huda-2025,call,2024-02-26,How do I publicize without sounding braggy?,Share a beneficiary story + one metric; invite others to participate.,Service‑first announcement,"publicity,tone",W035 Transcript,2025-09-30T02:13:26.022787+00:00
S-JTBD-W035-INIT-UPDATES-0002,JTBD-W035-INIT-UPDATES,huda-2025,call,2024-02-26,Where do I start with a budget?,"List top 5 costs, estimate ranges, and mark one ‘nice‑to‑have’ to cut if needed.",Lean micro‑budget,"finance,prioritization",W035 Transcript,2025-09-30T02:13:26.022800+00:00
S-JTBD-EXEC-PART1-B6-0001,JTBD-EXEC-PART1-B6,huda-2025,doc,2024-02-28,How do we keep tasks from drifting?,"No task without a demo. If no artifact link by due, auto‑reschedule with scope cut.",Artifact‑gated tasks,"anti-drift,artifact",Execution Doc Part 1 (slice B6),2025-09-30T02:13:28.348371+00:00
S-JTBD-EXEC-PART2-B6-0001,JTBD-EXEC-PART2-B6,huda-2025,doc,2024-03-01,Which tasks carry over?,Only those with known blockers; everything else must down‑scope or close.,Carryover with blocker proof,"blockers,scope",Execution Doc Part 2 (slice B6),2025-09-30T02:13:30.681952+00:00
S-JTBD-IMSG-PART1-B6-0001,JTBD-IMSG-PART1-B6,huda-2025,imessage,2023-08-02,First week of school—what do I do to stand out?,"Speak once in every class, greet teachers after, book a counselor meeting this week.",First-week activation checklist,"school,activation",iMessage Part 1 (slice B6),2025-09-30T02:13:33.099342+00:00
S-JTBD-IMSG-PART1-B6-0002,JTBD-IMSG-PART1-B6,huda-2025,imessage,2023-08-15,Should I pitch woman‑owned businesses for my project?,Find 5 to start—enough to begin learning; adjust after first responses.,Minimum viable outreach list,"outreach,MVP",iMessage Part 1 (slice B6),2025-09-30T02:13:33.099355+00:00
S-JTBD-IMSG-PART2-B6-0001,JTBD-IMSG-PART2-B6,huda-2025,imessage,2024-03-01,My teacher hasn’t submitted a rec—deadline tonight!,PDF the app and email admissions; send teacher a final nudge now.,Parallel‑path submission + nudge,"crisis,lor",iMessage Part 2 (slice B6),2025-09-30T02:13:35.574598+00:00
S-JTBD-IMSG-PART2-B6-0002,JTBD-IMSG-PART2-B6,huda-2025,imessage,2024-03-03,How should I thank my counselor properly?,Start with gratitude and specifics; remove apologies that imply guilt you don’t need to carry.,Reframe gratitude email,"gratitude,email",iMessage Part 2 (slice B6),2025-09-30T02:13:35.574606+00:00
S-JTBD-W036-TEACHER-CRISIS-0001,JTBD-W036-TEACHER-CRISIS,huda-2025,call,2024-03-02,How do I repair a strained teacher relationship before rec letters are due?,"Acknowledge the miss, make a specific amends, and offer concrete help that saves them time next week.",apology-then-value micro-plan,"relationship-repair,lor",W036 Transcript,2025-09-30T02:33:24.375483+00:00
S-JTBD-W036-TEACHER-CRISIS-0002,JTBD-W036-TEACHER-CRISIS,huda-2025,call,2024-03-02,What if they don't respond?,Escalate to a short in-person check-in; bring a 2‑line update and a simple 10‑minute help offer.,laddered escalation,follow-through,W036 Transcript,2025-09-30T02:33:24.375491+00:00
S-JTBD-W036-TEACHER-CRISIS-0003,JTBD-W036-TEACHER-CRISIS,huda-2025,call,2024-03-02,How do I ask for the letter after repairing?,Ask only after two positive micro‑touches; include a draft brag sheet + deadlines and your theme.,two-proof request,"lor,ask",W036 Transcript,2025-09-30T02:33:24.375499+00:00
S-JTBD-W037-RELATIONS-REAGAN-0001,JTBD-W037-RELATIONS-REAGAN,huda-2025,call,2024-03-05,What should my Reagan Award angle be?,Anchor on service-through-media: how you amplified voices and built tools for peers.,angle selection,"story,service",W037 Transcript,2025-09-30T02:33:26.763434+00:00
S-JTBD-W037-RELATIONS-REAGAN-0002,JTBD-W037-RELATIONS-REAGAN,huda-2025,call,2024-03-05,How do I avoid seeming self-promotional?,Use third‑party artifacts and quotes; foreground outcomes for others over your effort.,proof-not-prose,"tone,evidence",W037 Transcript,2025-09-30T02:33:26.763445+00:00
S-JTBD-W038-ESSAY-SPRINT-0001,JTBD-W038-ESSAY-SPRINT,huda-2025,call,2024-03-10,How do I make my essays specific and alive?,Build a scene bank: tiny moments with sensory detail; then map each scene to a claim.,scene-first drafting,"scenes,specificity",W038 Transcript,2025-09-30T02:33:29.080527+00:00
S-JTBD-W038-ESSAY-SPRINT-0002,JTBD-W038-ESSAY-SPRINT,huda-2025,call,2024-03-10,How many revision passes?,"Three: structure, clarity, and voice. Stop after pass 3 and ship.",timeboxed passes,"shipping,quality",W038 Transcript,2025-09-30T02:33:29.080535+00:00
S-JTBD-W039-COMMONAPP-PLANNING-0001,JTBD-W039-COMMONAPP-PLANNING,huda-2025,call,2024-03-20,Which 10 activities should I pick?,Prioritize impact and recency; keep one slot for engineering proof and one for service media.,slot prioritization,"activities,impact",W039 Transcript,2025-09-30T02:33:31.486439+00:00
S-JTBD-W039-COMMONAPP-PLANNING-0002,JTBD-W039-COMMONAPP-PLANNING,huda-2025,call,2024-03-20,How do I route recommenders?,"Match each recommender to a different competency: technical, leadership, character.",competency mapping,"lor,routing",W039 Transcript,2025-09-30T02:33:31.486459+00:00
S-JTBD-W040-SPRINGBREAK-PIPELINE-0001,JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,call,2024-03-15,Which awards should I prioritize?,"One national, one regional, and one school‑level to diversify signal and timing.",portfolio diversification,"awards,timing",W040 Transcript,2025-09-30T02:33:33.870008+00:00
S-JTBD-W040-SPRINGBREAK-PIPELINE-0002,JTBD-W040-SPRINGBREAK-PIPELINE,huda-2025,call,2024-03-15,What artifacts do I need?,"Short demo video, README, and 3rd‑party testimonial. Keep it lean but verifiable.",proof kit,"artifacting,proof",W040 Transcript,2025-09-30T02:33:33.870021+00:00
S-JTBD-EXEC-PART1-B7-0001,JTBD-EXEC-PART1-B7,huda-2025,exec_doc,2024-03-06,What are my top 3 priorities this week?,"(1) Teacher check‑ins ×2, (2) Reagan artifact draft, (3) Scene bank +2.",3-priority focus,prioritization,Execution Doc Part 1 & 2 (slice B7),2025-09-30T02:33:36.156894+00:00
S-JTBD-EXEC-PART1-B7-0002,JTBD-EXEC-PART1-B7,huda-2025,exec_doc,2024-03-12,How do we show progress in the register?,Use status chips: planned → in‑progress → proof‑linked; add the link or it doesn’t count.,status with proof,"tracking,proof",Execution Doc Part 1 & 2 (slice B7),2025-09-30T02:33:36.156902+00:00
S-JTBD-IMSG-PART1-3-B7-0001,JTBD-IMSG-PART1-3-B7,huda-2025,imessage,2024-03-03,Can you draft a friendly check‑in for my teacher?,"Here’s a 2‑line text: (1) quick progress note, (2) an offer to help with a task this week.",micro-template,"teacher,check-in",iMessage Parts 1–3 (slice B7),2025-09-30T02:33:38.520983+00:00
S-JTBD-IMSG-PART1-3-B7-0002,JTBD-IMSG-PART1-3-B7,huda-2025,imessage,2024-03-08,I’m nervous about asking for feedback on my scene bank.,Ask for 1 scene only; control scope so you can act in 24h. Here’s a one‑liner request.,scope control + template,"feedback,scenes",iMessage Parts 1–3 (slice B7),2025-09-30T02:33:38.520995+00:00
S-JTBD-IMSG-PART1-3-B7-0003,JTBD-IMSG-PART1-3-B7,huda-2025,imessage,2024-03-14,What’s a quick Reagan artifact I can ship?,"Record a 60‑second voiceover of your impact, overlay screenshots; done is better than perfect.",ship small,"artifact,video",iMessage Parts 1–3 (slice B7),2025-09-30T02:33:38.521006+00:00
S-JTBD-W041-CAMERON-SYNTHORIA-0001,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,call,2024-04-05,How do I make the Cameron essay not generic?,"Anchor on a before→after service moment you led; quantify the change, then name the next step you’d take with their platform.",before-after framing + future-casting,"essay,quantify,service",W041 Transcript,2025-09-30T03:55:35.992314+00:00
S-JTBD-W041-CAMERON-SYNTHORIA-0002,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,call,2024-04-05,How many anecdotes do I need?,"Two deep scenes beat four shallow ones—pick one leadership, one impact.",scene selection rubric,"depth-over-breadth,scenes",W041 Transcript,2025-09-30T03:55:35.992323+00:00
S-JTBD-W041-CAMERON-SYNTHORIA-0003,JTBD-W041-CAMERON-SYNTHORIA,huda-2025,call,2024-04-05,Tie in Synthoria or skip?,Tie it in only if it advances the service arc—1 sentence linking audience reach to lived impact.,relevance filter,"scope,signal",W041 Transcript,2025-09-30T03:55:35.992330+00:00
S-JTBD-W042-JCAMP-LEVERAGE-0001,JTBD-W042-JCAMP-LEVERAGE,huda-2025,call,2024-04-11,How do I translate acceptance into real outcomes?,"Book three mentor 1:1s, pitch one piece per week, and publish a 4‑item portfolio recap at month end.",momentum stack,"mentor,pitching,portfolio",W042 Transcript,2025-09-30T03:55:38.579462+00:00
S-JTBD-W042-JCAMP-LEVERAGE-0002,JTBD-W042-JCAMP-LEVERAGE,huda-2025,call,2024-04-11,What’s a good first pitch template?,"Subject: Student reporter pitching on [beat]. Body: 3‑line hook, 2 receipts, 1 ask for guidance.",micro-template,"template,journalism",W042 Transcript,2025-09-30T03:55:38.579469+00:00
S-JTBD-W042-JCAMP-LEVERAGE-0003,JTBD-W042-JCAMP-LEVERAGE,huda-2025,call,2024-04-11,Should I update LinkedIn?,Yes—ship a tight acceptance post with one line on what you’ll build for others this summer.,public commitment,"signal,leverage",W042 Transcript,2025-09-30T03:55:38.579476+00:00
S-JTBD-W043-BREAKTHRU-TOOLKIT-0001,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,call,2024-04-14,What problem should I choose for Breakthrough?,"Pick one you already touch weekly. Smaller pain, faster proof—choose one metric you can move in 2 weeks.",problem selection rubric,"scope,metric",W043 Transcript,2025-09-30T03:55:41.429095+00:00
S-JTBD-W043-BREAKTHRU-TOOLKIT-0002,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,call,2024-04-14,How do I package the toolkit?,Publish a README + 60‑sec demo + one‑pager; distribute to 5 users and ask for a before/after screenshot.,proof-not-prose,"demo,readme,one-pager",W043 Transcript,2025-09-30T03:55:41.429103+00:00
S-JTBD-W043-BREAKTHRU-TOOLKIT-0003,JTBD-W043-BREAKTHRU-TOOLKIT,huda-2025,call,2024-04-14,How many iterations before submission?,"Two iterations minimum: ship v0.1 in 3 days, v0.2 next week based on user feedback.",rapid iteration,"cadence,feedback",W043 Transcript,2025-09-30T03:55:41.429110+00:00
S-JTBD-W044-SAT-VICTORY-0001,JTBD-W044-SAT-VICTORY,huda-2025,call,2024-04-17,What do I do after SAT success?,Bank the win; move 6 hours/week to flagship build + essay pipeline; keep a 1‑hour maintenance block.,capacity reallocation,"bandwidth,portfolio",W044 Transcript,2025-09-30T03:55:44.291496+00:00
S-JTBD-W044-SAT-VICTORY-0002,JTBD-W044-SAT-VICTORY,huda-2025,call,2024-04-17,How do I preserve gains?,Run one quality SAT set biweekly with post‑mortem; stop chasing vanity volume.,maintenance protocol,"maintenance,quality",W044 Transcript,2025-09-30T03:55:44.291504+00:00
S-JTBD-W044-SAT-VICTORY-0003,JTBD-W044-SAT-VICTORY,huda-2025,call,2024-04-17,How to communicate the win?,Post a grounded update with one lesson learned and one way you’ll serve others next.,public narrative,"signal,service",W044 Transcript,2025-09-30T03:55:44.291510+00:00
S-JTBD-W045-SUMMER-ARCH-10SPOT-0001,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,call,2024-05-14,How do I avoid overloading summer?,Set a WIP limit of 2 build streams + 1 service stream; ship weekly demos on Fridays.,WIP limit + demo cadence,"wip,demo,service",W045 Transcript,2025-09-30T03:55:46.532986+00:00
S-JTBD-W045-SUMMER-ARCH-10SPOT-0002,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,call,2024-05-14,What’s a good 10‑spot selection rule?,"Pick 6 reach, 3 match, 1 safe—all must boost narrative or receipts.",portfolio‑fit filter,"reach/match/safe,narrative-fit",W045 Transcript,2025-09-30T03:55:46.532997+00:00
S-JTBD-W045-SUMMER-ARCH-10SPOT-0003,JTBD-W045-SUMMER-ARCH-10SPOT,huda-2025,call,2024-05-14,How do I track this cleanly?,"Use a single register: owner, due, evidence link, and one‑line outcome each week.",execution hygiene,"register,evidence",W045 Transcript,2025-09-30T03:55:46.533007+00:00
S-JTBD-EXEC-PART1-B8-0001,JTBD-EXEC-PART1-B8,huda-2025,doc,2024-04-12,What gets marked ‘done’ vs ‘shipped’?,‘Shipped’ means a user can touch it (demo link). ‘Done’ without proof is not shipped.,proof definition,"proof-not-prose,definition",Execution Doc Part 1 (slice B8),2025-09-30T03:55:48.984716+00:00
S-JTBD-EXEC-PART1-B8-0002,JTBD-EXEC-PART1-B8,huda-2025,doc,2024-05-10,How to handle carries?,"Auto‑rebook once; if carried twice, either cut scope or kill it.",carry policy,"scope,kill-switch",Execution Doc Part 1 (slice B8),2025-09-30T03:55:48.984723+00:00
S-JTBD-IMSG-PART-B8-0001,JTBD-IMSG-PART-B8,huda-2025,imessage,2024-04-08,Can you give me a quick check‑in script for a mentor?,"3‑liner: gratitude, one update, one tight ask with two times.",micro‑template,"mentor,script",iMessage (slices near Apr–May ’24),2025-09-30T03:55:51.450819+00:00
S-JTBD-IMSG-PART-B8-0002,JTBD-IMSG-PART-B8,huda-2025,imessage,2024-04-19,I’m stuck starting the outline.,Open with the concrete scene we discussed. Set a 20‑minute timer; send me a photo of the first paragraph.,activation nudge,"outline,nudge,timer",iMessage (slices near Apr–May ’24),2025-09-30T03:55:51.450827+00:00
S-JTBD-IMSG-PART-B8-0003,JTBD-IMSG-PART-B8,huda-2025,imessage,2024-05-07,Should I announce SAT now?,"Yes—one‑paragraph post, 1 lesson, 1 thank‑you, and 1 next build step.",public update coaching,"sat,announcement",iMessage (slices near Apr–May ’24),2025-09-30T03:55:51.450834+00:00
S-JTBD-W046-G4C-PR-0001,JTBD-W046-G4C-PR,huda-2025,call,2024-05-03,How do I turn this finalist result into something colleges care about?,"Ship a 60–90s gameplay reel, a 3‑line impact blurb, and get one short testimonial. Then pin these on your site and link from Common App.",proof-over-prose; short reel + impact blurb + testimonial,"proof-not-prose,portfolio,press",W046 Transcript,2025-09-30T05:03:42.725928+00:00
S-JTBD-W046-G4C-PR-0002,JTBD-W046-G4C-PR,huda-2025,call,2024-05-03,Who should I ask for the testimonial?,Pick someone who saw your work evolve — a mentor or judge — and prompt them with 2 bullets you want emphasized.,guided-recommendation prompt,"recs,prompting",W046 Transcript,2025-09-30T05:03:42.725938+00:00
S-JTBD-W046-G4C-PR-0003,JTBD-W046-G4C-PR,huda-2025,call,2024-05-03,Where do we announce?,"Start with school newsletter, then local paper. Share a prewritten blurb + link to reel to make it easy.",frictionless outreach template,"media,templates",W046 Transcript,2025-09-30T05:03:42.725945+00:00
S-JTBD-W047-KICKOFF-0001,JTBD-W047-KICKOFF,huda-2025,call,2024-06-02,"I’m torn between AI, design, and journalism — what major do I pick?",Choose a major label that can house all three: HCI/Computational Media. Then show AI+story+design in your proofs.,umbrella-major framing,"framing,major",W047 Transcript,2025-09-30T05:03:45.771208+00:00
S-JTBD-W047-KICKOFF-0002,JTBD-W047-KICKOFF,huda-2025,call,2024-06-02,How big should my list be?,"Aim ~12: 4 reach, 6 fit, 2 safety. Each needs one unique line of evidence attached.",T‑shaped portfolio mapping,"list-size,evidence",W047 Transcript,2025-09-30T05:03:45.771219+00:00
S-JTBD-W047-KICKOFF-0003,JTBD-W047-KICKOFF,huda-2025,call,2024-06-02,What evidence counts?,"Specific, verifiable outputs: videos, articles, shipped features, or external recognition — not intentions.",proof rubric,proof-not-prose,W047 Transcript,2025-09-30T05:03:45.771228+00:00
S-JTBD-W048-MKT-SCALE-0001,JTBD-W048-MKT-SCALE,huda-2025,call,2024-06-06,I can’t keep up with posting and managing people.,Cut scope: 2 posts/week from a monthly theme. Give teammates single‑lane roles with checklists.,scope cut + single‑lane roles,"ops,cadence",W048 Transcript,2025-09-30T05:03:48.561771+00:00
S-JTBD-W048-MKT-SCALE-0002,JTBD-W048-MKT-SCALE,huda-2025,call,2024-06-06,Which metrics matter?,Only track what changes behavior: responses and bookings. Views are lagging context.,metric triage,metrics,W048 Transcript,2025-09-30T05:03:48.561778+00:00
S-JTBD-W048-MKT-SCALE-0003,JTBD-W048-MKT-SCALE,huda-2025,call,2024-06-06,How do I avoid rewriting every caption?,"Make a 5‑prompt caption kit; swap nouns, keep verbs. Done > perfect.",template kit,templates,W048 Transcript,2025-09-30T05:03:48.561785+00:00
S-JTBD-W049-UC-MAJOR-MAP-0001,JTBD-W049-UC-MAJOR-MAP,huda-2025,call,2024-06-08,Which UC majors make sense for my portfolio?,"Prioritize DMA, CogSci, and Data Science; each ties directly to AI+story+design outputs you can prove.",evidence‑aligned mapping,"major,mapping",W049 Transcript,2025-09-30T05:03:51.306350+00:00
S-JTBD-W049-UC-MAJOR-MAP-0002,JTBD-W049-UC-MAJOR-MAP,huda-2025,call,2024-06-08,How do we pick scholarships?,"Filter for alignment and deadlines you can actually hit. If there’s no artifact tie‑in, skip.",alignment filter,"scholarship,filter",W049 Transcript,2025-09-30T05:03:51.306357+00:00
S-JTBD-W050-USC-PIVOT-0001,JTBD-W050-USC-PIVOT,huda-2025,call,2024-06-12,"After USC, should I tweak my major targets?",Yes — bump schools that mirror IYA‑style blends. Make your essays show cross‑discipline shipping.,post‑visit reprioritization,"visit,reprioritize",W050 Transcript,2025-09-30T05:03:54.166665+00:00
S-JTBD-W050-USC-PIVOT-0002,JTBD-W050-USC-PIVOT,huda-2025,call,2024-06-12,How do I show the blend concretely?,Include one cross‑discipline mini‑demo in your portfolio and cite it in the 'why us'.,demo citation,"portfolio,why-us",W050 Transcript,2025-09-30T05:03:54.166673+00:00
S-JTBD-EXEC-PART2-B9-0001,JTBD-EXEC-PART2-B9,huda-2025,doc,2024-05-05,Add PR rollout tasks for G4C.,"Added reel, blurb, testimonial, and 2‑step outreach with due dates.",task unbundling,"PR,tasks",Execution Doc Part 2 (slice B9),2025-09-30T05:03:56.683938+00:00
S-JTBD-EXEC-PART2-B9-0002,JTBD-EXEC-PART2-B9,huda-2025,doc,2024-06-03,Track evidence per school.,Matrix column inserted; blanks flagged with ⚠.,evidence matrix,"matrix,evidence",Execution Doc Part 2 (slice B9),2025-09-30T05:03:56.683950+00:00
S-JTBD-IMSG-PART1-3-B9-0001,JTBD-IMSG-PART1-3-B9,huda-2025,imessage,2024-05-06,Can you send a quick outreach for the school newsletter editor?,Here’s a 3‑line pitch plus the reel link — copy/paste and send today.,micro‑template,"PR,template",iMessage Parts 1–3 (slice B9),2025-09-30T05:03:59.389439+00:00
S-JTBD-IMSG-PART1-3-B9-0002,JTBD-IMSG-PART1-3-B9,huda-2025,imessage,2024-06-01,Stuck writing the evidence line for UCLA.,Use 'shipped X → impact Y' format; link the most verifiable artifact.,evidence phrasing,"proof,phrasing",iMessage Parts 1–3 (slice B9),2025-09-30T05:03:59.389452+00:00
S-JTBD-W051-REC-STRAT-0001,JTBD-W051-REC-STRAT,huda-2025,call,2024-06-14,Who should I ask for letters and what should I give them?,"Pick two teachers who saw growth + one activity mentor. Give a one‑pager: bullets of impact, your hook, and concrete proofs.",recommender‑fit + proof packet,"recs,proofs",W051 Transcript,2025-09-30T05:22:13.503182+00:00
S-JTBD-W051-REC-STRAT-0002,JTBD-W051-REC-STRAT,huda-2025,call,2024-06-14,How do I stay on their radar without being annoying?,"Do light touches every 3–4 weeks: a mini update, a thank‑you, or a link to your latest artifact.",relationship‑maintenance cadence,"cadence,light-touch",W051 Transcript,2025-09-30T05:22:13.503192+00:00
S-JTBD-W052-TIMELINE-ARCH-0001,JTBD-W052-TIMELINE-ARCH,huda-2025,call,2024-06-18,"How do I avoid last‑minute chaos across essays, recs, and admin?","Split into lanes with weekly DRI check‑ins; ship small artifacts weekly (clips, bullets, outlines).",workstreaming + ship‑small,"lanes,ship-small",W052 Transcript,2025-09-30T05:22:18.122844+00:00
S-JTBD-W052-TIMELINE-ARCH-0002,JTBD-W052-TIMELINE-ARCH,huda-2025,call,2024-06-18,Where do freelance projects fit?,Treat them as optional electives that cannot steal Friday/Sunday app blocks.,capacity guardrails,"capacity,guardrails",W052 Transcript,2025-09-30T05:22:18.122855+00:00
S-JTBD-W053-AWARDS-CRISIS-0001,JTBD-W053-AWARDS-CRISIS,huda-2025,call,2024-06-21,My awards are slipping—what should I drop?,Keep 1–2 high‑signal awards; pause the rest; route internship outputs into short posts to keep momentum visible.,focus pruning + visible proofs,"focus,proofs",W053 Transcript,2025-09-30T05:22:20.678641+00:00
